Att 1,Att 2,Correlation
V93,V68,0.034779467
V134,V5,0.034778506
V120,V6,0.034774156
V247,V79,0.034772707
V302,V159,0.034771803
V64,V193,0.034769911
V39,V175,0.034769736
V114,V229,0.034767922
V10,V123,0.034767012
V302,V225,0.034766259
V66,V287,0.034765125
V52,V198,0.03475691
C3,V310,0.034749733
V52,V267,0.034747839
V20,V40,0.034739484
V160,V55,0.034739043
V116,V231,0.03473406
V12,V113,0.034733939
C11,V156,0.034731809
V89,V153,0.034731528
C3,V194,0.034730632
V159,V188,0.034729343
V29,V306,0.034727147
V211,V159,0.034726139
V28,V72,0.034716779
V101,V43,0.034716665
D3,V38,0.03471661
V95,V259,0.034715297
V9,V116,0.034713664
card5,D14,0.034712299
V320,V245,0.034711502
V58,V186,0.034708261
V243,V118,0.034707853
V93,V138,0.034704181
V322,V159,0.034703678
V69,V293,0.034700927
V277,card3,0.034695776
V259,V316,0.034694955
V123,V194,0.034689254
V317,D3,0.034684171
V297,V53,0.034681906
V60,V185,0.034679631
V198,V51,0.034673984
V292,V225,0.034670168
V196,V74,0.034662399
V246,V43,0.034660002
V10,V110,0.03465915
V55,V309,0.034656368
V189,V40,0.034655745
V246,V159,0.034654757
V198,V85,0.034653074
C2,V183,0.034651701
V144,D9,0.034649836
V209,V39,0.034645832
V69,V316,0.034644813
V306,V6,0.034643808
V140,V268,0.034633913
V183,V86,0.034633058
V292,dist1,0.03462579
V288,V90,0.034625135
V55,V99,0.034616603
V154,V119,0.034616513
V167,V186,0.034611205
V161,V191,0.034608962
V19,C3,0.034604903
V238,card3,0.034603292
V313,V293,0.034601724
V19,V124,0.034598419
V190,V66,0.034595704
V51,V211,0.034594955
V223,V189,0.034590122
V220,V109,0.034588808
V229,V273,0.034588482
V283,V45,0.034584721
V24,V72,0.034583041
V157,card5,0.034578688
V172,V18,0.034574626
V50,D3,0.034574084
V292,V49,0.034572844
V97,V315,0.034571159
V146,V122,0.034568364
V282,V187,0.034566906
V281,V263,0.03456611
V159,V126,0.034565535
V93,D13,0.034563999
V303,V68,0.034563453
V217,V147,0.034561871
V318,D11,0.034557558
V66,V261,0.034553436
V74,V193,0.034552681
D14,V227,0.034547911
V115,V217,0.034547639
V87,V251,0.034546121
V263,V188,0.03454538
C8,V29,0.034544556
V303,V222,0.03454219
V230,V123,0.034540227
V160,V246,0.034539604
V142,V309,0.034538391
V167,V247,0.034537818
V135,V156,0.034535483
V265,D8,0.034533188
V288,V256,0.034532747
V215,V84,0.034528954
V219,V271,0.034528501
V151,V44,0.034526671
V138,V207,0.034524672
V9,V10,0.034524188
V315,V106,0.03452193
V113,V13,0.034518223
D3,V150,0.034516994
V36,V321,0.034509265
V255,V205,0.034507832
V111,V54,0.034507263
V292,V231,0.03450718
V119,V72,0.034505856
V255,V288,0.034504596
V57,V269,0.034491665
V50,V215,0.034489533
V199,V122,0.03448927
D13,V45,0.034486878
V332,V77,0.034484923
card3,V265,0.034480619
V126,V282,0.034478763
V291,V39,0.034478287
V125,V50,0.0344757
V133,V51,0.034475188
V211,V160,0.034469629
V50,V25,0.034467318
V91,V299,0.034462674
V29,V95,0.034457445
V192,V34,0.034455971
dist2,D13,0.034454212
V180,V45,0.034450163
V337,V14,0.034450047
V272,V236,0.034447762
V301,V228,0.034446591
V80,V225,0.0344461
V261,V80,0.034433624
V204,V123,0.034430879
V172,V292,0.034430536
V263,card1,0.034425237
V187,V51,0.034420573
V279,V159,0.034415715
V253,V25,0.034414398
V291,V158,0.034413909
D14,V283,0.034411413
V233,V115,0.034410183
V114,V77,0.03440898
V112,D5,0.034404419
V269,V217,0.03440108
V101,V259,0.034400889
V51,V181,0.034400841
V139,V27,0.034400465
V261,V115,0.034397573
V234,addr2,0.034396918
V69,V95,0.034394837
V90,V102,0.034394382
V12,V100,0.034392037
V222,dist2,0.034390579
V100,V311,0.034388263
V11,TransactionAmt,0.034378378
V92,V218,0.03437808
V122,V157,0.034376967
V8,V126,0.03436688
V78,V166,0.034364695
addr1,V143,0.034362307
V270,V337,0.03435936
V322,V160,0.034356863
V188,V236,0.034356514
V24,V219,0.034355574
V95,V159,0.034354647
V117,V60,0.034348967
V109,V232,0.034348633
V158,V122,0.034348061
V105,V83,0.034345933
V333,V84,0.03434289
V174,V123,0.034342817
V309,V337,0.034338084
V7,V62,0.034337506
V304,C14,0.034336577
V11,V316,0.034333103
V118,D7,0.034330353
V102,V44,0.03432524
V64,V322,0.034322721
V298,V315,0.034322181
V258,V134,0.034321262
V116,V219,0.03431678
V312,V62,0.034316579
V190,V150,0.034315229
V35,V292,0.034312835
V258,V133,0.034310795
V92,V233,0.034303144
V171,TransactionAmt,0.034303018
V266,V94,0.03430124
V219,V272,0.034299901
V44,V10,0.034298825
V184,V210,0.034294557
V205,V338,0.034293919
V228,V269,0.034289802
D7,V135,0.034287576
D15,V330,0.034282445
V328,V26,0.034281241
V129,V142,0.034277822
V172,V80,0.034277582
V255,TransactionAmt,0.034273709
V248,V221,0.034273498
V224,V151,0.034272744
D15,V54,0.034271219
V115,V229,0.034270485
V272,V81,0.034268386
V138,V262,0.034266638
V113,V36,0.034266407
V306,V69,0.03426248
V261,V245,0.034260373
V28,V160,0.034257346
V6,V301,0.034255644
V230,V138,0.034253439
V78,V249,0.034253022
V38,V145,0.034252055
V148,V337,0.034251984
V170,V99,0.034250614
V87,V65,0.034249163
V24,V82,0.034242124
V184,V120,0.034238008
V211,addr1,0.034235535
V167,addr1,0.034235184
V150,V172,0.034234848
V100,C9,0.034234103
V25,V143,0.034233877
V13,dist1,0.034220895
V79,V251,0.034216822
V82,V315,0.034216006
V64,V140,0.034215882
V56,V204,0.034207797
V216,V270,0.034201998
V300,V289,0.03420126
V141,V197,0.034195557
V306,D3,0.034193169
V163,D14,0.034192858
V192,V300,0.034191589
V116,V91,0.034189252
V159,V316,0.034188567
V18,V271,0.034185815
V94,V128,0.034182031
V138,V277,0.034177251
V217,V191,0.034176107
V265,V151,0.034175676
V159,V313,0.034172872
V25,V171,0.034167323
V259,V263,0.034161849
V131,V53,0.034159469
dist2,V182,0.034157689
V150,V191,0.034157281
V150,V208,0.034156775
V160,V190,0.034156634
C13,V213,0.034156278
V153,V119,0.034152979
V277,V50,0.034151538
V288,V69,0.034150307
V307,V257,0.034149008
V98,V72,0.034146273
V311,V172,0.03414589
V14,V83,0.03414371
V259,V132,0.034142904
V263,V198,0.034140876
card3,V252,0.034123756
V51,V137,0.034122801
card5,V170,0.034120135
V7,V307,0.034118668
V42,V188,0.03411829
V4,V33,0.03411609
V303,V19,0.034114529
V40,V209,0.03411344
V145,V174,0.034112847
V186,V20,0.034107386
V44,D13,0.034105861
V27,V160,0.03410434
V26,V91,0.034103941
V294,V257,0.034101621
V184,V122,0.0340964
D5,C13,0.034094385
V117,V158,0.034090801
D7,V319,0.034090149
V334,V236,0.034089345
V151,V218,0.034089082
V225,V151,0.034088649
V189,V263,0.034088229
V42,V335,0.034086499
V254,V215,0.034085885
V303,V272,0.034082974
V135,V315,0.034081441
V88,V61,0.034080706
dist2,V225,0.034080649
V246,addr2,0.034079987
V203,V56,0.03407903
V268,V124,0.034075095
V246,V141,0.034074249
V144,D8,0.034074241
V220,V108,0.034073097
V325,V189,0.034071546
V291,V40,0.034067359
V160,V279,0.034065934
V297,V54,0.034065244
V259,V126,0.0340651
V104,V52,0.034064643
TransactionAmt,V221,0.034060638
V308,TransactionAmt,0.034060288
V283,V330,0.03405846
V121,V130,0.034058308
D12,V264,0.034057447
V230,V295,0.034054578
V145,V257,0.034048788
V153,V220,0.034047718
V269,V318,0.034040691
V132,V159,0.034040465
V154,V169,0.034039134
V159,V261,0.034038712
V160,V191,0.034035507
dist2,V78,0.034031414
V221,V182,0.034029875
V30,V292,0.034028544
V53,V286,0.034028289
V160,V184,0.034024182
V197,V277,0.034023877
V95,V160,0.034022384
C4,V210,0.034021973
V297,V315,0.034019173
V56,V213,0.034018348
V2,V309,0.034017372
V31,V119,0.034016347
V58,V193,0.034015905
V177,V40,0.034015655
V124,V270,0.034010715
V9,V1,0.034008909
C7,V23,0.034008075
V141,V285,0.034005486
V54,V286,0.033991752
card3,V264,0.033988027
V299,V257,0.033979022
V119,V57,0.033977734
V229,V113,0.033977042
V221,V96,0.03397651
V16,V196,0.033976488
V162,V50,0.033975753
V24,V3,0.033975289
V29,V66,0.03397378
V272,V148,0.033972725
V60,V285,0.033964819
V233,D12,0.033961103
D14,V276,0.033960579
V270,V254,0.033957676
V106,V147,0.033957026
V162,V151,0.033954226
V160,V172,0.033952299
V228,V142,0.033950954
V145,V45,0.03394635
V284,V302,0.033946102
TransactionID,V189,0.033944065
V302,V271,0.033943285
D14,V129,0.033941175
V334,V235,0.033941081
V132,V258,0.03394053
V66,V238,0.033940511
V217,V173,0.033935592
V250,V50,0.033935099
V229,V112,0.033932786
V53,V130,0.033928757
V46,D5,0.033926617
V89,V165,0.033924485
V62,V172,0.033916575
V263,V144,0.033912538
V280,card2,0.033911227
V316,V160,0.033910992
V239,card3,0.033910085
V50,V251,0.033906463
V29,V320,0.033889731
V141,V265,0.033889399
V51,V274,0.033886914
V51,V197,0.033877588
V287,V138,0.033871938
V248,D7,0.033871146
V194,V114,0.033870802
V119,D7,0.033866887
V177,addr1,0.03386685
V92,V232,0.033866404
V271,V93,0.033862309
D15,V272,0.033860356
V205,V256,0.033859999
V316,V49,0.033856755
V303,V131,0.033855507
V191,V85,0.03385519
V61,V334,0.033849838
V277,V334,0.033848423
V172,V60,0.033844523
V69,V132,0.033844295
V57,V320,0.03384133
V335,V228,0.033841141
V99,V37,0.033836671
V19,V257,0.033836178
V277,V21,0.033836066
V262,V276,0.033834845
card5,V152,0.033824104
V281,V205,0.033813269
V178,V55,0.033807772
V40,V172,0.033807044
C12,V30,0.033806716
V99,V283,0.033797323
V88,V55,0.033794509
V252,V209,0.033789899
V114,V219,0.033784217
V197,V160,0.033779863
V274,V144,0.033779778
V24,V261,0.033777078
V262,V146,0.033775069
V293,V30,0.033771837
D1,V225,0.033770922
C10,V234,0.033764592
V224,V56,0.033762755
V53,V111,0.03376186
V74,V172,0.033759151
V29,V132,0.033759104
V318,V266,0.033757493
V217,V158,0.033753579
V336,V21,0.033753118
V47,V312,0.033750329
V227,V51,0.033749298
V160,V132,0.033749075
V292,V91,0.033744428
V54,V20,0.03374319
V136,V29,0.033736529
V108,V141,0.033735598
D1,V26,0.033734236
V91,V133,0.033732538
V221,V204,0.033709355
V287,C9,0.033706763
V190,V151,0.03370632
V59,V325,0.033706166
V314,V69,0.033701325
TransactionAmt,V6,0.033699267
V271,card3,0.033697068
V87,V213,0.033696406
V56,V212,0.033691868
V104,V15,0.033683957
V22,V189,0.033683061
D6,V23,0.03368263
V159,V177,0.033682569
V221,V178,0.033680834
V31,D7,0.033679745
V151,C6,0.033679294
V192,V301,0.033674328
dist2,V164,0.03367111
V71,V24,0.03367036
V50,V187,0.03366917
V39,D13,0.033667122
V291,V174,0.033664098
V273,D12,0.033660008
V57,V26,0.033657971
V22,V119,0.033657396
V133,D10,0.033656922
V115,V304,0.033650784
V64,V159,0.033650449
V35,V283,0.033650121
V31,V98,0.033649762
V152,V218,0.033645597
V295,card2,0.033645453
V102,V222,0.033642401
V111,V245,0.033640906
V62,V270,0.033634338
V234,V92,0.033633187
V7,V13,0.033631889
V123,V152,0.033628187
TransactionID,V192,0.033627737
V96,V222,0.033626666
V30,V306,0.03362586
V96,V315,0.033622707
V334,V219,0.033622482
V285,V221,0.033622361
V76,V301,0.033621907
V296,D2,0.033614588
V13,V5,0.033612432
V307,V205,0.033611438
V101,V81,0.03360551
V73,V191,0.033599862
V169,V153,0.033599426
card2,V244,0.033598262
TransactionDT,V32,0.033597846
V217,V146,0.033597484
C13,V284,0.033597125
V320,V292,0.033589385
V310,V194,0.03358805
V169,V152,0.033587501
V61,D9,0.033586955
V282,V193,0.033584641
V100,V3,0.033580131
isFraud,card5,0.033579556
V302,V270,0.033578965
V293,V159,0.033574408
V316,V30,0.033571087
V175,V87,0.033569706
V289,V15,0.033567452
V254,V217,0.033563543
V118,V39,0.033562281
V74,V119,0.033560671
V211,V55,0.033560448
V104,V57,0.033551302
V24,V294,0.033549665
V58,V271,0.033546532
V101,V313,0.033540671
V234,V50,0.0335336
V48,TransactionDT,0.033531288
V101,V159,0.033527288
V160,V137,0.033524174
V145,V190,0.033519759
V29,V126,0.033515032
V152,V163,0.033514784
V32,TransactionID,0.033513853
V225,V129,0.033505978
V293,V70,0.033505146
V151,V321,0.03350253
V221,V102,0.033501884
V69,C6,0.033501266
V218,V192,0.033500326
V100,V221,0.033499657
V167,V245,0.033497725
V145,V187,0.033496286
V116,V328,0.033494565
V316,V70,0.033494202
V302,V193,0.033493839
V64,V117,0.033493067
V114,V218,0.033490419
V137,C3,0.033488962
V166,V67,0.03347877
D15,V177,0.033478318
C9,V53,0.033473166
C12,V5,0.033470581
V285,V272,0.033464792
TransactionID,C9,0.033459767
V144,V192,0.033459588
V256,V55,0.033457201
V111,V229,0.033454641
V272,V304,0.033451587
D15,V260,0.033449413
V245,V113,0.03344563
V29,V76,0.033442689
V83,V285,0.03344146
D3,V318,0.033440247
V147,V287,0.033439791
V92,V209,0.033439681
V94,V295,0.033438823
TransactionID,V48,0.03343488
V265,V152,0.033433162
V318,V77,0.033431345
V81,TransactionID,0.033430648
V62,V334,0.033430064
V172,D8,0.033425077
V117,D7,0.033420049
V150,V187,0.033419001
V126,V69,0.033418597
V155,C11,0.033413962
V159,V255,0.033413306
V194,V85,0.033407321
V330,V63,0.03340338
V159,V78,0.033402822
V79,V104,0.033400457
V177,V39,0.033398602
card2,V308,0.033397604
V123,V150,0.033393925
V144,V310,0.033393179
V319,V208,0.0333918
V82,V45,0.033390632
V245,V339,0.033387719
V67,V227,0.033387664
V199,V58,0.03338647
V36,V137,0.03338422
V129,V40,0.033384184
V29,V101,0.033377642
V101,V69,0.033377164
V30,V289,0.033375606
dist2,V165,0.033375153
V150,V78,0.033370796
V300,V306,0.033370718
C3,V20,0.033366733
V17,V176,0.033365781
V2,D4,0.033353915
V285,V53,0.033352825
V304,V20,0.033349725
C8,V30,0.033349605
V191,V145,0.033347138
V337,V205,0.033341865
V289,V16,0.033336262
V231,V115,0.033336173
V310,V245,0.033335323
C3,V321,0.03333372
V123,D2,0.03333068
V127,V9,0.033327141
V286,V12,0.033320853
V58,V26,0.033317191
D2,V321,0.033316486
V187,V57,0.033311358
C13,V156,0.033307253
V3,V34,0.033306334
V59,V193,0.033304816
TransactionDT,V192,0.033301854
V111,V194,0.033298752
V304,V65,0.03329564
V155,V319,0.03329054
V258,V162,0.033284525
V12,V136,0.033283132
D12,V208,0.033280379
V122,V156,0.033278669
V63,V117,0.033278206
V5,TransactionID,0.033277327
V239,V56,0.033275376
V160,V177,0.033275311
V119,V71,0.033273264
V73,V4,0.03327217
C2,V38,0.03327135
V159,V123,0.033266614
V189,addr2,0.033266251
C14,V26,0.033264128
V2,V126,0.033263965
D12,V275,0.033261961
V147,V210,0.033261005
V242,V25,0.033256479
V116,V184,0.033253866
V177,V245,0.03324974
V257,V304,0.033249358
V261,V112,0.03324909
V187,V160,0.033248753
V190,V159,0.033243677
V112,V245,0.033237618
V254,V208,0.033235684
V306,V70,0.033232525
V148,C6,0.033231205
V74,V110,0.033225889
V115,V327,0.033222874
V216,V271,0.033218806
V199,V57,0.033216971
V63,V329,0.033213994
V55,V179,0.03321024
V170,V39,0.033201692
V272,V254,0.033200602
V55,V14,0.033197768
V78,D6,0.033197402
V293,V160,0.033195892
V144,C4,0.033192093
C1,V150,0.033190793
V75,V286,0.033189606
V312,V26,0.033182003
C1,V160,0.033179442
V83,V223,0.033176396
V254,V271,0.033174601
V110,V90,0.033171714
V303,D12,0.033171185
V92,V146,0.033170236
V148,V265,0.033169332
V201,C2,0.033168131
V155,V337,0.033166604
V95,V70,0.033164224
C2,V150,0.033162021
V71,V331,0.03316198
C2,V160,0.033158957
TransactionDT,V49,0.033158281
V194,V212,0.033157925
V57,V191,0.03315767
V245,V40,0.033157144
V113,V148,0.033155909
V194,C10,0.033152718
V63,V323,0.033150946
V55,V202,0.033148982
V160,V101,0.0331483
V18,C2,0.033145057
V30,V320,0.033144287
V148,V281,0.033143263
V293,V284,0.033142721
V25,V281,0.033140737
V191,V159,0.033138253
V286,V76,0.033130888
V269,V227,0.033126047
V24,V218,0.033125233
V138,V276,0.033123494
V131,V19,0.033122408
C3,D7,0.033119026
V5,V126,0.033118503
card2,V294,0.033116163
V92,V289,0.033115443
V203,V189,0.033109789
V95,V30,0.03310628
V259,V136,0.033104658
V282,card2,0.03310149
V138,V258,0.033098019
TransactionDT,V5,0.033097785
V67,V199,0.033094935
V115,V219,0.033094414
V237,V129,0.03308748
V194,V84,0.033087196
V203,V244,0.033086021
V184,V151,0.033085249
C2,V145,0.03308251
V104,V259,0.033080923
V31,V162,0.033079934
V21,V261,0.033078698
V90,V114,0.033073437
V160,C14,0.033073363
TransactionID,V49,0.033072578
V176,V179,0.033072119
V5,V300,0.033068219
V269,V73,0.033067476
V148,C4,0.033066393
V250,V117,0.03306617
V66,V239,0.033062873
V119,V169,0.033062709
V51,V26,0.033060921
D15,V9,0.033049558
V130,V75,0.033047275
D14,V52,0.033043601
V113,V261,0.033041157
V268,V21,0.033040363
V196,V197,0.033039146
V210,V193,0.033038368
TransactionDT,V189,0.033036521
V41,V334,0.033035626
V329,V88,0.033034706
V150,V55,0.033031783
V315,V7,0.033030947
V284,V9,0.033030672
V304,V271,0.033027649
V133,V42,0.033025626
C2,V251,0.033023572
V261,V283,0.033023419
V7,V300,0.033020234
V258,V105,0.033017771
V235,V39,0.033011573
V294,V91,0.033008309
V160,C11,0.033002356
addr1,V181,0.033001484
V143,V24,0.033000817
V122,V155,0.032997875
V150,C11,0.032995325
V253,TransactionAmt,0.032990142
V66,D13,0.0329842
V184,V47,0.032984152
V80,V280,0.032984126
dist2,V230,0.032979219
V316,V269,0.032977759
V281,V275,0.03297463
V117,V59,0.032974213
V75,V113,0.03297255
C14,V150,0.032969588
D13,V262,0.032966707
V200,V100,0.032963045
V56,V181,0.03296214
V334,V217,0.032962009
V203,V37,0.032960905
C1,V145,0.03295858
V150,V186,0.032958057
D10,V102,0.032956681
V215,V258,0.032955448
V210,C6,0.032954116
V157,V225,0.032952705
C8,V20,0.032951002
V66,V75,0.032948892
V263,V173,0.032947328
V68,V151,0.032947283
V300,D6,0.03294406
V304,C13,0.032937524
V205,V20,0.032931744
V138,C13,0.032925811
V79,V205,0.032923562
V65,V62,0.032921695
V144,V59,0.032918884
V9,V52,0.032914032
V159,V137,0.032910417
V256,V210,0.032908111
V282,V256,0.032907192
V25,V79,0.032906589
V77,V336,0.032894037
V71,V201,0.032893136
V315,V105,0.032891513
V82,V102,0.032890439
V198,V325,0.03288969
V165,V22,0.032888971
V27,V338,0.032884301
V334,V276,0.032883536
V195,V160,0.032879712
V44,D4,0.032878123
V136,V30,0.032876957
V271,V244,0.032876852
D6,V93,0.03287588
V312,V12,0.032874381
V9,D3,0.032873108
V217,D12,0.032860666
V63,V285,0.032857908
V227,V92,0.03284494
V222,V178,0.032843212
V17,V163,0.032842898
V44,V82,0.032840786
V250,V87,0.032837717
V144,V303,0.032835717
V190,V138,0.032832844
V320,V259,0.032831834
V104,V16,0.032831714
V55,V6,0.032824686
V157,V119,0.032823801
card2,V246,0.032822235
V69,V76,0.032815147
V296,V315,0.032813848
V197,V150,0.032812308
V119,card3,0.032811908
V301,V20,0.032805944
V65,V82,0.032800698
V143,dist2,0.032798659
V31,V312,0.032795992
V20,C4,0.032795571
V179,V259,0.032793979
V209,V84,0.032791911
V3,V73,0.032790043
V221,V332,0.032789864
V47,V191,0.032785792
V81,TransactionDT,0.032784464
V152,V321,0.032784028
V160,V186,0.032783872
V229,V287,0.032782614
V174,V207,0.032780787
C9,card5,0.032777697
V334,V139,0.032776831
V222,V268,0.032773288
V211,TransactionAmt,0.032772916
D3,V294,0.032771143
V188,V40,0.032766133
V93,V179,0.032764995
V120,V191,0.03276418
V79,V125,0.03276061
V250,V237,0.032755019
V316,V266,0.032753802
V23,V104,0.032752834
V154,C6,0.032752728
V207,TransactionID,0.032750967
V9,V87,0.032749931
V21,V135,0.032749479
V98,V26,0.032748518
V86,V339,0.032746887
V119,V140,0.032744765
V236,V270,0.032742073
V318,card2,0.032739544
V51,V208,0.032738067
V257,V25,0.032734426
C9,TransactionDT,0.032732047
V19,V269,0.032729728
V271,V81,0.032723507
V219,V227,0.032722981
V132,V70,0.032720802
dist2,V328,0.032719293
V278,V129,0.032718418
V149,C1,0.032716727
V93,V161,0.032713948
V196,V34,0.03270971
V222,V332,0.032704655
V136,V15,0.032702809
